review,features,product,review_cleaned
"nightmare . awful , awful , awful . 
id3 tag unlike my 3 other mp3 players , this thing will only work properly if you have id3 tags on all of your tracks . 
id3 tag if you do n't have tags , it 'll lump all of your tracks into the same directory and they cannot be searched via artist or album as the zen does not recognize folders . it 's a shame , but mine is going back . bummer as it has great sound quality .","[{'feature': 'tag', 'polarity': -1, 'strength': 3}, {'feature': 'tag', 'polarity': -1, 'strength': 3}]",Creative MP3,nightmare awful awful awful id3 tag unlike 3 mp3 player thing work properly id3 tag track id3 tag nt tag lump track directory searched via artist album zen recognize folder shame mine going back bummer great sound quality
"excellent product . 
player i just received my 40gb zen xtra yesterday and i 'm extremely pleased with it . my brother bought an ipod this past summer and my dad bought the original zen around the same time .. just before we all spent a couple weeks in an rv together . the ipod is a neat piece of machinery but after screwing around with both of them i think the zen products are the way to go . so i requested and received a zen xtra as a christmas gift . 
setup, transfer the setup and transfer process was cake for me . i just used the explorer program to move my songs to my player . 
transfer i did have to put a little work into renaming some duplicate file names to get all my music on my zen xtra but it was n't a big problem . 
explorer the explorer program did shut down a couple times while i was renaming titles and changing genres but i did n't have to reboot the computer or anything , just open up explorer again . it 's been so long since i 've had a program not shut down on me in windows that i hardly even noticed that it happened . that 's probably a bad thing . 
player the unit itself did lock up a few times and i had to hit the reset button but that was a fairly painless process as well . it was always after it finished a process or something , so it did n't cause any file errors . 
player now that i have all my music on it there has n't been any more problems . 
screen the screen is large and bright and has all the info i need where i need it . i have n't tried setting up any playlists yet so i can 't comment on any problems there . 
eax mode the eax mode that keeps the volume at the same level for any song will come in handy when i take my holiday plane rides . 
jog dial the little jog dial seems weak and quirky and i hope i do n't figure out a way to break it . the dial on the original zen was perfect and i wish it was on this model . 
mp3 player all in all though i 'm very happy with my new mp3 player . i 'll admit that i 'd own an ipod if i had money to burn , but for the money this is a much better buy . highly recommended !","[{'feature': 'player', 'polarity': 1, 'strength': 3}, {'feature': 'transfer', 'polarity': 1, 'strength': 2}, {'feature': 'transfer', 'polarity': -1, 'strength': 1}, {'feature': 'explorer', 'polarity': -1, 'strength': 1}, {'feature': 'player', 'polarity': -1, 'strength': 1}, {'feature': 'player', 'polarity': 1, 'strength': 1}, {'feature': 'screen', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'dial', 'polarity': -1, 'strength': 2}, {'feature': 'player', 'polarity': 1, 'strength': 3}]",Creative MP3,excellent product player received 40gb zen xtra yesterday extremely pleased brother bought ipod past summer dad bought original zen around time spent couple week rv together ipod neat piece machinery screwing around think zen product way go requested received zen xtra christmas gift setup transfer setup transfer process cake used explorer program move song player transfer put little work renaming duplicate file name get music zen xtra nt big problem explorer explorer program shut couple time renaming title changing genre nt reboot computer anything open explorer long since program shut window hardly even noticed happened probably bad thing player unit lock time hit reset button fairly painless process well always finished process something nt cause file error player music nt problem screen screen large bright info need need nt tried setting playlist yet comment problem eax mode eax mode keep volume level song come handy take holiday plane ride jog dial little jog dial seems weak quirky hope nt figure way break dial original zen perfect wish model mp3 player though happy new mp3 player admit ipod money burn money much better buy highly recommended
"fantasic product . 
nomad i purchased the nomad jukebox zen xtra 40gb and it is fantastic ! 
installation i have windows xp pro and when installing the enclosed software i did receive a message that there was a problem installing the driver . this was quickly and easily fixed by going to the creative web site and downloaded then installed the updated driver . 
software i found using the supplied mediasource software very easy . if you have always on internet or are logged into the internet you can use the feature that will download the album & song id information ( this is a free service ) with the click of a button . 
playlist ripping your songs and creating playlists could n't be any easier . 
mediasource i found using mediasource to load your songs to the nomad jukebox to be much easier and faster than using windows explorer . just highlight the songs you want to transfer from your playlist or music library then click one button and it 's done ! 
playback quality being a creative product the playback quality is unbeatable . i use my own mid-priced headphones rather than the enclosed earbuds . 
sound when i played back a symphony orchestra you would swear that you were seated dead center in front of the orchestra - it 's that good ! 
sound quality the sound quality with jazz and pop music is equally superior . 
nomad actually using the nomad jukebox is easy and uncomplicated . 
finding finding a particular song ( s ) or album on the nomad jukebox is fast and easy . i like to play my music by album and the nomad jukebox plays the songs in the same order as the actual cd . 
screen the high resolution screen is easy to read and has a backlight . 
use, playback quality,price i can highly recommend this product because of its ease of use ( hardware and software ) , playback quality and value for the price .","[{'feature': 'nomad', 'polarity': 1, 'strength': 3}, {'feature': 'installation', 'polarity': -1, 'strength': 1}, {'feature': 'software', 'polarity': 1, 'strength': 3}, {'feature': 'playlist', 'polarity': 1, 'strength': 2}, {'feature': 'mediasource', 'polarity': 1, 'strength': 2}, {'feature': 'quality', 'polarity': 1, 'strength': 3}, {'feature': 'sound', 'polarity': 1, 'strength': 3}, {'feature': 'quality', 'polarity': 1, 'strength': 3}, {'feature': 'nomad', 'polarity': 1, 'strength': 2}, {'feature': 'finding', 'polarity': 1, 'strength': 2}, {'feature': 'screen', 'polarity': 1, 'strength': 2}, {'feature': 'use', 'polarity': 1, 'strength': 3}, {'feature': 'quality', 'polarity': 1, 'strength': 3}, {'feature': 'price', 'polarity': 1, 'strength': 2}]",Creative MP3,fantasic product nomad purchased nomad jukebox zen xtra 40gb fantastic installation window xp pro installing enclosed software receive message problem installing driver quickly easily fixed going creative web site downloaded installed updated driver software found using supplied mediasource software easy always internet logged internet use feature download album song id information free service click button playlist ripping song creating playlist could nt easier mediasource found using mediasource load song nomad jukebox much easier faster using window explorer highlight song want transfer playlist music library click one button done playback quality creative product playback quality unbeatable use midpriced headphone rather enclosed earbuds sound played back symphony orchestra would swear seated dead center front orchestra good sound quality sound quality jazz pop music equally superior nomad actually using nomad jukebox easy uncomplicated finding finding particular song album nomad jukebox fast easy like play music album nomad jukebox play song order actual cd screen high resolution screen easy read backlight use playback qualityprice highly recommend product ease use hardware software playback quality value price
"good value . 
player just bought one & i 've enjoyed it to date . 
size nice palm sized unit , somewhat bigger then the ipod but not an issue if you 're not going to try & jog with it or something . 
sound quality all reviews i 've seen seem to indicate that the creative mp3 jukeboxes have the best sound quality of these 2nd generation jukeboxed ( ipod , archos , dell , samsung ) . 
eax the eax settings are somewhat superfluous but not really a negative . 
player i 've tried the belkin fm transmitter unit with it & it worked well when i set it on top of a portable radio , but was awful trying to use in the car which is somewhat of a disappointment . dislikes 
control - the controls are much inferior to the simple ipod ones . 
fly wheel the black fly wheel feels pretty cheap & is uncomfortable to use . 
button the locations of various buttons on one side or the other is somewhat illogical 
software - included creative software is pretty poor . red chair 's notmad explorer is great & recommended by about every reviewer to repleace the creative jukebox software . note : this will add about $ 30 to the price to purchase , but worth it likes 
price - great value 40gb vs 10 gb ipod for the price 
sound - best in class sound 
screen - large easy readable screen","[{'feature': 'player', 'polarity': 1, 'strength': 2}, {'feature': 'size', 'polarity': 1, 'strength': 1}, {'feature': 'quality', 'polarity': 1, 'strength': 2}, {'feature': 'eax', 'polarity': 1, 'strength': 1}, {'feature': 'player', 'polarity': -1, 'strength': 1}, {'feature': 'control', 'polarity': -1, 'strength': 2}, {'feature': 'wheel', 'polarity': -1, 'strength': 3}, {'feature': 'button', 'polarity': -1, 'strength': 2}, {'feature': 'software', 'polarity': -1, 'strength': 2}, {'feature': 'price', 'polarity': 1, 'strength': 2}, {'feature': 'sound', 'polarity': 1, 'strength': 3}, {'feature': 'screen', 'polarity': 1, 'strength': 2}]",Creative MP3,good value player bought one enjoyed date size nice palm sized unit somewhat bigger ipod issue going try jog something sound quality review seen seem indicate creative mp3 jukebox best sound quality 2nd generation jukeboxed ipod archos dell samsung eax eax setting somewhat superfluous really negative player tried belkin fm transmitter unit worked well set top portable radio awful trying use car somewhat disappointment dislike control control much inferior simple ipod one fly wheel black fly wheel feel pretty cheap uncomfortable use button location various button one side somewhat illogical software included creative software pretty poor red chair notmad explorer great recommended every reviewer repleace creative jukebox software note add 30 price purchase worth like price great value 40gb v 10 gb ipod price sound best class sound screen large easy readable screen
"depressingly poor quality . after receiving the box from amazon , i proceeded with charging the unit for the specified 4 hours , after which i installed the software and connected the unit to my pc via usb 2.0 . the pc quickly picked up on it and attempted to install the software , which failed , as creative chose not to follow microsoft standards , whatever . i then installed the software manually instead , after having to click past about 5 windows of "" please register with us so we can spam your inbox "" . at this time , i decided to turn the player on , and much to my surprise it comes with quite the little library of classical music , one of which is a childhood favorite , bach 's air . 
play i tried to play the song three times , with no success . 
play it would either not play the song at all , or skip wildly , no matter that the unit was resting on my desk . well , maybe that particular song was just corrupt , so i tried to upload some of my own , after four attempts , at each one the unit locked up and required a reboot , i managed to upload an album , which albeit was surprisingly fast , however when attempting to create a playlist out of my newly uploaded songs , the nomad again froze up and refused to work . i made an additional five attempts at creating a playlist , before packing the unit up and heading over to amazon 's product return page . needless to say , i would n't recommend anyone purchasing this product . 
software had there been strange noises , or obvious defects , i would have accepted a replacement , but this is clearly from a defective and inferior operating system and i for one do not intend on waiting for patches .","[{'feature': 'play', 'polarity': -1, 'strength': 3}, {'feature': 'play', 'polarity': -1, 'strength': 3}, {'feature': 'software', 'polarity': -1, 'strength': 3}]",Creative MP3,depressingly poor quality receiving box amazon proceeded charging unit specified 4 hour installed software connected unit pc via usb 20 pc quickly picked attempted install software failed creative chose follow microsoft standard whatever installed software manually instead click past 5 window please register u spam inbox time decided turn player much surprise come quite little library classical music one childhood favorite bach air play tried play song three time success play would either play song skip wildly matter unit resting desk well maybe particular song corrupt tried upload four attempt one unit locked required reboot managed upload album albeit surprisingly fast however attempting create playlist newly uploaded song nomad froze refused work made additional five attempt creating playlist packing unit heading amazon product return page needless say would nt recommend anyone purchasing product software strange noise obvious defect would accepted replacement clearly defective inferior operating system one intend waiting patch
"wonderful . charged my battery . plugged it in . installed software . started ripping and transferring . if you arent hooked up to cddb to get the album info i guess you have to manually input the stuff , but that little work will save you looking for songs . i 've got 1200 songs on it now and about 4000 more to go . 
player working for 10 hours with it on "" shuffle "" totally rocks ! ! 
player i love it ! !","[{'feature': 'player', 'polarity': 1, 'strength': 2}, {'feature': 'player', 'polarity': 1, 'strength': 3}]",Creative MP3,wonderful charged battery plugged installed software started ripping transferring arent hooked cddb get album info guess manually input stuff little work save looking song got 1200 song 4000 go player working 10 hour shuffle totally rock player love
"poor reliability . i bought this only to have it break within a month . 
player this product is too fragile for normal use .","[{'feature': 'player', 'polarity': -1, 'strength': 2}]",Creative MP3,poor reliability bought break within month player product fragile normal use
"good player , but this technology is not yet great . i received this as a gift . 
software i had no problems setting up the software and getting my favorite cd 's transferred . 
software however , the creative software is not real intuitive . 
software the software is somewhat nice to look at , using it is not the easiest . 
rename if you want to rename a cd title that you have already transferred , you will become frustrated quite quickly . you are better off deleting it , re-ripping it with the new title and then transferring it to the player . 
transfer transfers are surprisingly quick through usb 2.0 . 
sound it is great sounding , even with the supplied earbuds . 
earbud i must have differing preferences than others here , as i prefer the supplied earbuds to the sony 's that i thought sounded good on other players . 
storage i love the storage in this thing . i have 100 of my cd 's transferred and have n't made a dent in the 30 gb drive . i doubt i will use half of the storage capacity , but you never know . this is definitely opening up possibilities to obtaining mp3 's in which i would have never purchased the cd . now my dissapointments . the description of the warranty is buried on the supplied set up cd . the warranty is 90 days . 
warranty this is ridiculous . to me this alludes to the manufacturer 's confidence that the product will last for a year . buy the re-seller 's extended warranty and save yourself a headache for the problems you will have later , after all it is a hard drive and it will die or have issues over time ( probably sooner than later ) . 
scroll wheel the scroll wheel , to be blunt , sucks . 
scroll wheel seems it is always difficult to press to make a selection . 
interface the interface used could be better designed . 
interface it is a little cumbersome to scroll through so many levels to get to the selection you want . i am a software engineer and if i wrote an interface to my software that worked like this , there would be hell to pay , not to mention the ridicule from my peers . 
case and the case , how did this ever make it out of quality control . 
case it is some protection for the unit , but for useability , forget it . the screen is covered , so to make any new selections you have to open it . 
control the cut-outs for the controls is not thought out as there is too much material in the way to adequately access the controls , especially the scroll wheel . there are no other aftermarket cases available for this model yet , so you have to live with it . 
player despite the things that i have listed so far , i could live with this item since it saves me from lugging a cd case to work , to the gym , in the car , etc. . 
lock up however the main reason i am not satisfied with this product is the fact that it will lock up at odd times . i have had it lock up after a transfer of music . the files are there , but i could not access the player without removing the battery , waiting a short period and re-inserting the battery . also have had it lock up when i shut it down to attend to a phone call . left it set on my desk came back five minutes later and it just wanted to keep playing the same song over and over . could not stop it , could not get out of the "" now playing "" screen . again had to remove the battery . there have been other occurrences of locking , but i will not bore you with the details . 
firmware quite simply , the firmware and / or the os that control this thing is not ready for prime time . there have also been times that the unit has been turned off for some period of time , upon powering it up it starts on the "" now playing "" screen with a song or cd that i had been playing days before . i have n't quite figured this one out yet , but it is probably operator error . now i have not owned other mp3 players as i was waiting until they matured , but since i received it as a gift i now have this one . i would suspect that there are similar problems with all of the other brands as this is somewhat new technology . and we all know about the rush to market on new products . i have had this player for 2 weeks , i will be returning it for an exchange in the hopes that the locking problem and scroll wheel are problems with this particular unit . while i am at the store i will definitely get the extended warranty as i have another day or so ( from the purchase date ) to obtain one . 
warranty i know this unit will have problems in the future and the $ 40 for the 2 year "" no questions asked "" replacement warranty will be worth it , since creative will only warrant it for 90 days - which in itself is totally ridiculous !","[{'feature': 'software', 'polarity': 1, 'strength': 1}, {'feature': 'software', 'polarity': -1, 'strength': 1}, {'feature': 'software', 'polarity': -1, 'strength': 2}, {'feature': 'rename', 'polarity': -1, 'strength': 2}, {'feature': 'transfer', 'polarity': 1, 'strength': 3}, {'feature': 'sound', 'polarity': 1, 'strength': 2}, {'feature': 'earbud', 'polarity': 1, 'strength': 2}, {'feature': 'storage', 'polarity': 1, 'strength': 3}, {'feature': 'warranty', 'polarity': -1, 'strength': 3}, {'feature': 'wheel', 'polarity': -1, 'strength': 3}, {'feature': 'wheel', 'polarity': -1, 'strength': 3}, {'feature': 'interface', 'polarity': -1, 'strength': 2}, {'feature': 'interface', 'polarity': -1, 'strength': 2}, {'feature': 'case', 'polarity': -1, 'strength': 3}, {'feature': 'case', 'polarity': -1, 'strength': 3}, {'feature': 'control', 'polarity': -1, 'strength': 2}, {'feature': 'player', 'polarity': 1, 'strength': 2}, {'feature': 'up', 'polarity': -1, 'strength': 2}, {'feature': 'firmware', 'polarity': -1, 'strength': 2}, {'feature': 'warranty', 'polarity': -1, 'strength': 3}]",Creative MP3,good player technology yet great received gift software problem setting software getting favorite cd transferred software however creative software real intuitive software software somewhat nice look using easiest rename want rename cd title already transferred become frustrated quite quickly better deleting reripping new title transferring player transfer transfer surprisingly quick usb 20 sound great sounding even supplied earbuds earbud must differing preference others prefer supplied earbuds sony thought sounded good player storage love storage thing 100 cd transferred nt made dent 30 gb drive doubt use half storage capacity never know definitely opening possibility obtaining mp3 would never purchased cd dissapointments description warranty buried supplied set cd warranty 90 day warranty ridiculous alludes manufacturer confidence product last year buy reseller extended warranty save headache problem later hard drive die issue time probably sooner later scroll wheel scroll wheel blunt suck scroll wheel seems always difficult press make selection interface interface used could better designed interface little cumbersome scroll many level get selection want software engineer wrote interface software worked like would hell pay mention ridicule peer case case ever make quality control case protection unit useability forget screen covered make new selection open control cutout control thought much material way adequately access control especially scroll wheel aftermarket case available model yet live player despite thing listed far could live item since save lugging cd case work gym car etc lock however main reason satisfied product fact lock odd time lock transfer music file could access player without removing battery waiting short period reinserting battery also lock shut attend phone call left set desk came back five minute later wanted keep playing song could stop could get playing screen remove battery occurrence locking bore detail firmware quite simply firmware o control thing ready prime time also time unit turned period time upon powering start playing screen song cd playing day nt quite figured one yet probably operator error owned mp3 player waiting matured since received gift one would suspect similar problem brand somewhat new technology know rush market new product player 2 week returning exchange hope locking problem scroll wheel problem particular unit store definitely get extended warranty another day purchase date obtain one warranty know unit problem future 40 2 year question asked replacement warranty worth since creative warrant 90 day totally ridiculous
"excellent product . 
player this is my second creative labs mp3 player , and it is definitely a fine product . first let me give you the bad things : 
size,weight 1 . the size is a little bit bigger than the ipod , and it weighs a little bit more . 
scroll 2 . the scroll button is n't the best , as it sometimes can be hard to select . 3 . that 's pretty much all the negatives the positive things truly outnumber the negatives , and the negatives are n't that bad . 
sound quality first of all the player 's sound quality is superior to the ipod . 
software the player 's software is very easy to use and very good . 
software compared to musicmatch , the software has a better filing system and easier to use . 
player to keep it short , this is cheaper , and in my opinion a better choice than an ipod .","[{'feature': 'player', 'polarity': 1, 'strength': 3}, {'feature': 'size', 'polarity': -1, 'strength': 1}, {'feature': 'weight', 'polarity': -1, 'strength': 1}, {'feature': 'scroll', 'polarity': -1, 'strength': 2}, {'feature': 'quality', 'polarity': 1, 'strength': 3}, {'feature': 'software', 'polarity': 1, 'strength': 3}, {'feature': 'software', 'polarity': 1, 'strength': 2}, {'feature': 'player', 'polarity': 1, 'strength': 2}]",Creative MP3,excellent product player second creative lab mp3 player definitely fine product first let give bad thing sizeweight 1 size little bit bigger ipod weighs little bit scroll 2 scroll button nt best sometimes hard select 3 pretty much negative positive thing truly outnumber negative negative nt bad sound quality first player sound quality superior ipod software player software easy use good software compared musicmatch software better filing system easier use player keep short cheaper opinion better choice ipod
"difficulties with tags . if you purchase this product , definitely rip your songs through windows media player . otherwise , you 'll have to mess around a lot with filenames inside the ( decent ) nomad explorer , which is not fun at all . 
player this thing seriously is a good player though .","[{'feature': 'player', 'polarity': 1, 'strength': 3}]",Creative MP3,difficulty tag purchase product definitely rip song window medium player otherwise mess around lot filename inside decent nomad explorer fun player thing seriously good player though
"another electronics fan . summary 
unit overall i like the unit . 
player i gave it only 3 stars due to the fact that the 1st one broke when i dropped it from a fairly short distance ( less than 2 ft ) . if it were not for that i would have given it 4 . pros : 
price 1 ) price / gb of storage 
storage 2 ) storage capacity 
battery 3 ) user replaceable battery cons : 
construction 1 ) fragile ( i broke the 1st one within 10 days ) 
scroll 2 ) scroll button / switch 
case 3 ) the case hides the display - you have to open it to see what you are doing . features that would have been nice : 1 ) fm receiver - some models out there have this . 2 ) fm transmitter - so you can place the unit in your car and listen to the unit through your car stereo . they sell an adapter unit to use with your car 's cassette deck . but who wants the wires involved . a short range fm transmitter would be much nicer . i believe the napster mp3 player has this feature . details : do n't drop this unit : i 've had the player for about a month now . 
player overall i like it . as mentioned above i broke the player within the 1st 10 days . i was sitting on a train and it fell off my lap and broke . i think it fell right on the earphone plug when it fell ( murphy strikes again ) . i was able to return it to the retailer where i bought it and got a replacement . if you are going to need a player that is rugged this may not be the one for you . i purchased the extended warranty ( something i almost never do ) when i returned the unit to get the replacement . updating the unit 's firmware : when i first purchased the unit i downloaded the firmware update that was available on their website . the upgrade went smoothly and was easy to do if you can follow directions . i would recommend doing the upgrade to be sure you have the best chance at trouble free operation . storage : 
storage the storage capacity is great . i do n't think i will ever use the full 30gb . i currently have ~ 1100 songs encoded mostly at 196 kpbs and i have n't even used 10gb of storage yet . i 'm starting to listen to cd 's that i have n't listened to in years now that i have them all handy in one place . for those out there that are not familiar with mp3 encoding , you can encode your cd 's at varying quality levels . typically people use 96kbs to 320 kps. the higher the number the better the quality ( less data compression is used ) and the larger the file size . if you decide to encode at 320 you will fit less on this device than someone who encodes at 128kps . you should consider this when deciding what bit rate you want to use and how much you want to put on the player . if you 're someone who wants to put 10,000 songs on this thing you may want to encode at the lower end ( typically 128 is considered close to cd quality ). price : 
price the price compared to the ipod is great . 
price,battery price , along with the replaceable battery ( which i understand apple charges a small fortune to replace - as well as the hassle of returning it ) were the two main factors on why i picked the nomad . one word of caution with regards to using the nomad with itunes . i discovered this weekend that itunes does not sell mp3 's in the mp3 format . it using something called ac3 ( at least the trial song i purchased was in this format ) which is not a compatible format for the nomad . i have n't figured out if this is the case for all the songs on itunes . 
itunes but for now it appears that this player does n't play well with itunes . scroll bar : 
scroll the scroll bar is a bit of a pain . sometimes you skip past things or have to press it twice to select items . it 's not the end of the world , but a better design sure would be nice . software : 
software i 've had no problems with the software . 
software i found it intuitive to use ( i did n't read any documentation for it and was using it successfully within a few minutes ) . the software will convert your cd 's to mp3 and put them on the player as well as your hard disk if you want it to . my 2.6 mhz pentium 4 with usb 2.0 was able to perform the task pretty quickly ( i would estimate ~ 5 - 8 minutes per cd ). through the software you can classify songs in genres . 
software this is a nice feature ( i.e. it 's early in the morning and you rather listen to "" easy listening "" rather than "" heavy metal "" - no problem . 
software the software comes with plenty of defaults genres . you can also create your own if you do n't like their classifications . you can edit the genres once the songs are on the play if you decide to re-classify things later . this can be done on a song by song basis or in mass . in addition , you can create play lists where you can create the equivalent to a compilation cd right on your player . this is pretty cool . sound : 
sound the sound from the player is ok . 
sound i was a little disappointed in the low end . i did buy separate headphones as other have recommended . i was able to improve things a bit by using the units equalizer and boosting the base . 
sound the sound level is also not as high as i would have expected . it 's probably good for the health of your ears , however i consistently play it near the high end of the volume range ( and my hearing is fine ).","[{'feature': 'unit', 'polarity': 1, 'strength': 2}, {'feature': 'player', 'polarity': -1, 'strength': 2}, {'feature': 'price', 'polarity': 1, 'strength': 2}, {'feature': 'storage', 'polarity': 1, 'strength': 2}, {'feature': 'battery', 'polarity': 1, 'strength': 2}, {'feature': 'construction', 'polarity': -1, 'strength': 2}, {'feature': 'scroll', 'polarity': -1, 'strength': 2}, {'feature': 'case', 'polarity': -1, 'strength': 2}, {'feature': 'player', 'polarity': 1, 'strength': 2}, {'feature': 'storage', 'polarity': 1, 'strength': 2}, {'feature': 'price', 'polarity': 1, 'strength': 2}, {'feature': 'price', 'polarity': 1, 'strength': 2}, {'feature': 'battery', 'polarity': 1, 'strength': 2}, {'feature': 'itunes', 'polarity': -1, 'strength': 2}, {'feature': 'scroll', 'polarity': -1, 'strength': 2}, {'feature': 'software', 'polarity': 1, 'strength': 2}, {'feature': 'software', 'polarity': 1, 'strength': 2}, {'feature': 'software', 'polarity': 1, 'strength': 2}, {'feature': 'software', 'polarity': 1, 'strength': 2}, {'feature': 'sound', 'polarity': 1, 'strength': 1}, {'feature': 'sound', 'polarity': -1, 'strength': 1}, {'feature': 'sound', 'polarity': -1, 'strength': 2}]",Creative MP3,another electronics fan summary unit overall like unit player gave 3 star due fact 1st one broke dropped fairly short distance less 2 ft would given 4 pro price 1 price gb storage storage 2 storage capacity battery 3 user replaceable battery con construction 1 fragile broke 1st one within 10 day scroll 2 scroll button switch case 3 case hide display open see feature would nice 1 fm receiver model 2 fm transmitter place unit car listen unit car stereo sell adapter unit use car cassette deck want wire involved short range fm transmitter would much nicer believe napster mp3 player feature detail nt drop unit player month player overall like mentioned broke player within 1st 10 day sitting train fell lap broke think fell right earphone plug fell murphy strike able return retailer bought got replacement going need player rugged may one purchased extended warranty something almost never returned unit get replacement updating unit firmware first purchased unit downloaded firmware update available website upgrade went smoothly easy follow direction would recommend upgrade sure best chance trouble free operation storage storage storage capacity great nt think ever use full 30gb currently 1100 song encoded mostly 196 kpbs nt even used 10gb storage yet starting listen cd nt listened year handy one place familiar mp3 encoding encode cd varying quality level typically people use 96kbs 320 kp higher number better quality less data compression used larger file size decide encode 320 fit less device someone encodes 128kps consider deciding bit rate want use much want put player someone want put 10000 song thing may want encode lower end typically 128 considered close cd quality price price price compared ipod great pricebattery price along replaceable battery understand apple charge small fortune replace well hassle returning two main factor picked nomad one word caution regard using nomad itunes discovered weekend itunes sell mp3 mp3 format using something called ac3 least trial song purchased format compatible format nomad nt figured case song itunes itunes appears player nt play well itunes scroll bar scroll scroll bar bit pain sometimes skip past thing press twice select item end world better design sure would nice software software problem software software found intuitive use nt read documentation using successfully within minute software convert cd mp3 put player well hard disk want 26 mhz pentium 4 usb 20 able perform task pretty quickly would estimate 5 8 minute per cd software classify song genre software nice feature ie early morning rather listen easy listening rather heavy metal problem software software come plenty default genre also create nt like classification edit genre song play decide reclassify thing later done song song basis mass addition create play list create equivalent compilation cd right player pretty cool sound sound sound player ok sound little disappointed low end buy separate headphone recommended able improve thing bit using unit equalizer boosting base sound sound level also high would expected probably good health ear however consistently play near high end volume range hearing fine
"searching for dennis ! wow , dennis sure is great ! slowly yet surely my unit engorged as i read my own review , similar to when i look in the mirror . 
this thing this thing is great , i like to use it to pick up tough stains on my countertop and also to listen to my old 8-track records . sometimes when i get really lonely , i like to put on some kenny g and light some candles , and while this does n't help , i am a capitalist pig and like buying things too , nah mean ! ? i did have some problems figuring out how to turn the unit on , but creative did a good job with this , as they had a clearly labled "" on "" button that i found when i left my cellar for the first time in years . there was very little light in there . anyway , im gon na go find dennis now , have a nice day ! ! !","[{'feature': 'thing', 'polarity': 1, 'strength': 3}]",Creative MP3,searching dennis wow dennis sure great slowly yet surely unit engorged read review similar look mirror thing thing great like use pick tough stain countertop also listen old 8track record sometimes get really lonely like put kenny g light candle nt help capitalist pig like buying thing nah mean problem figuring turn unit creative good job clearly labled button found left cellar first time year little light anyway im gon na go find dennis nice day
"it is ok , but .. . i got my zen xtra a little bit more then a week ago . it was not my first choice . i have done a lot of research before i decided to buy the nomad zen xtra . 
storage one good thing , it is 40 gb of disk space ( well , it is 38 gb in reality ) . 
price,feature for the price and features it is really good . one thing , before buying this player i have called the creative tech. support and asked them if i can navigate by folders beside artist / album and answer was yes . sure enough there is no such ability . not sure , if customer rep. did not know the product exactly , it is still new or they just give an anser which users would like to hear . 
navigation in any case , navigation by artist / album is ok however i miss an ability to navigate by folders . 
navigation you even can not navigate by genre / artist / album since under genre you get just all tracks in that genre , no other division . creative is talking about updating it via firmware , however after following some while the descussion groups for nomad players , looks like creative represents mostly bug fixes in their firmware updates , not too much of new features . 
software the software , which comes with player is not good at all . 
nomad explorer i did not managed to make creative nomad explorer to work . after installing it and trying to make it working for 30 minutes i went and bought notmad . notmad worked right away after install and it is what i would like to see from the product . transfer files is easy using notmad , however again , would be great if nomad supported folders like iriver , rca lyra and some other . often i fill i need to have better organization for the library and there is not enought of variables . artist , album and genre are only mp3 tags which are supported buy this player , and if you have 100 artists would be good to have another subcategory . after all those players have 40-60 gb of hard drive , so better organization is required . the bottom line , i 'll still watch the progress of iriver hdd players and if they produce 40 gb player i 'll will sell my nomad and buy iriver .","[{'feature': 'storage', 'polarity': 1, 'strength': 2}, {'feature': 'price', 'polarity': 1, 'strength': 3}, {'feature': 'feature', 'polarity': 1, 'strength': 3}, {'feature': 'navigation', 'polarity': -1, 'strength': 2}, {'feature': 'navigation', 'polarity': -1, 'strength': 2}, {'feature': 'software', 'polarity': -1, 'strength': 2}, {'feature': 'explorer', 'polarity': -1, 'strength': 2}]",Creative MP3,ok got zen xtra little bit week ago first choice done lot research decided buy nomad zen xtra storage one good thing 40 gb disk space well 38 gb reality pricefeature price feature really good one thing buying player called creative tech support asked navigate folder beside artist album answer yes sure enough ability sure customer rep know product exactly still new give anser user would like hear navigation case navigation artist album ok however miss ability navigate folder navigation even navigate genre artist album since genre get track genre division creative talking updating via firmware however following descussion group nomad player look like creative represents mostly bug fix firmware update much new feature software software come player good nomad explorer managed make creative nomad explorer work installing trying make working 30 minute went bought notmad notmad worked right away install would like see product transfer file easy using notmad however would great nomad supported folder like iriver rca lyra often fill need better organization library enought variable artist album genre mp3 tag supported buy player 100 artist would good another subcategory player 4060 gb hard drive better organization required bottom line still watch progress iriver hdd player produce 40 gb player sell nomad buy iriver
"the bundled software blows , yes ... ... but i heard of notmad explorer ( http://redchairsoftware.com) from the creative tech support people . i downloaded the trial version , and after less than 10 minutes of using it , decided it was well worth the price . 
software so yes , as with all software bundled with creative products , it was useless and ugly . for once , though , this 3rd party software is excellent . dont let the bad reviews of the software change your mind . zens rule .","[{'feature': 'software', 'polarity': -1, 'strength': 3}]",Creative MP3,bundled software blow yes heard notmad explorer httpredchairsoftwarecom creative tech support people downloaded trial version less 10 minute using decided well worth price software yes software bundled creative product useless ugly though 3rd party software excellent dont let bad review software change mind zen rule
